Negative
-0.004000016
-0.020000017
-0.012000016
-0.016000017
0.007999984
-0.004000016
-1.62E-08
-0.012000016
-0.012000016
-0.012000016
-0.008000016
-0.012000016
-0.028000017
-0.024000017
-0.016000017
-0.012000016
-0.016000017
-0.004000016
-0.008000016
-0.012000016
-0.016000017
-0.016000017
-0.004000016
-0.008000016
0.007999984
-0.004000016
-0.016000017
-0.012000016
-0.004000016
-0.020000017
-0.012000016
-0.008000016
-0.008000016
-0.012000016
-0.012000016
-0.016000017
-0.016000017
-0.024000017
-0.016000017
0.003999984
-0.016000017
-0.012000016
-0.012000016
-0.012000016
0.007999984
0.003999984
-0.004000016
-1.62E-08
-1.62E-08
-0.008000016
-1.62E-08
0.003999984
-1.62E-08
-0.008000016
-0.008000016
-0.008000016
-0.012000016
-0.020000017
-0.008000016
-0.012000016
-0.016000017
-0.016000017
0.003999984
-0.008000016
-0.012000016
-0.008000016
-0.016000017
-0.012000016
-0.012000016
-0.020000017
-0.004000016
-0.012000016
-0.012000016
-0.016000017
-0.020000017
-0.016000017
-0.012000016
-0.004000016
-0.004000016
-0.012000016
-0.012000016
-0.008000016
-0.004000016
0.007999984
-0.024000017
-0.004000016
-0.012000016
-0.004000016
-0.012000016
-0.016000017
-0.008000016
-0.020000017
-0.016000017
-0.004000016
-0.016000017
-0.020000017
-0.008000016
-0.016000017
-0.020000017
-0.008000016
-0.024000017
-0.008000016
-0.004000016
-0.008000016
-0.020000017
-0.012000016
-0.012000016
-0.008000016
-0.016000017
-0.012000016
-0.016000017
-0.016000017
-0.016000017
-0.012000016
-0.016000017
-0.008000016
-0.016000017
-0.028000017
-0.008000016
-0.012000016
-0.016000017
-0.004000016
-1.62E-08
-0.004000016
-0.012000016
-0.020000017
-0.008000016
-0.012000016
-0.008000016
-0.012000016
-0.012000016
-0.008000016
-0.016000017
-0.024000017
-0.028000017
-0.016000017
-0.016000017
-0.016000017
-0.016000017
-0.016000017
-0.012000016
-0.012000016
-0.016000017
-0.004000016
0.003999984
0.003999984
-0.008000016
-0.012000016
-0.012000016
-0.028000017
0.003999984
-0.016000017
-0.012000016
-0.028000017
-0.016000017
-0.008000016
-0.004000016
-0.016000017
-0.008000016
-0.012000016
-0.016000017
-0.020000017
-0.004000016
0.007999984
0.007999984
-0.028000017
-0.008000016
-1.62E-08
-0.016000017
-0.020000017
-0.004000016
-0.020000017
-0.016000017
-0.024000017
-0.024000017
-0.020000017
-0.016000017
-0.012000016
-0.012000016
-0.016000017
-0.012000016
-0.012000016
-0.004000016
0.003999984
-0.008000016
-0.008000016
-1.62E-08
-1.62E-08
-0.016000017
-0.008000016
-0.016000017
-0.012000016
-0.012000016
-0.024000017
-0.016000017
-0.004000016
-0.024000017
-0.016000017
-0.004000016
-0.008000016
-0.008000016
-0.008000016
-0.004000016
-0.008000016
-0.004000016
-0.020000017
-0.004000016
-0.012000016
-0.024000017
-0.012000016
-0.004000016
-0.016000017
-0.004000016
-0.008000016
-0.012000016
-0.016000017
-0.020000017
-0.016000017
-0.016000017
-0.016000017
-1.62E-08
-0.020000017
-1.62E-08
-0.008000016
-1.62E-08
-0.004000016
-1.62E-08
0.003999984
-0.012000016
-0.004000016
-0.016000017
-0.008000016
-0.012000016
-0.028000017
-0.016000017
-0.012000016
-0.008000016
-0.016000017
-0.004000016
-0.016000017
-0.008000016
-0.024000017
-0.020000017
-0.012000016
0.007999984
-1.62E-08
0.003999984
-0.008000016
-0.012000016
-0.008000016
-0.024000017
-0.004000016
-0.012000016
-0.024000017
-0.016000017
-0.012000016
-0.016000017
-0.012000016
-0.016000017
-0.012000016
-0.008000016
-0.020000017
-0.008000016
-0.004000016
-0.028000017
-0.008000016
-0.008000016
-0.016000017
-1.62E-08
-1.62E-08
-1.62E-08
-0.012000016
-0.020000017
-0.020000017
-0.016000017
-0.016000017
-0.020000017
-0.016000017
-0.012000016
-0.016000017
-0.016000017
-0.008000016
-0.012000016
-0.012000016
-0.020000017
-0.008000016
-0.004000016
-1.62E-08
-1.62E-08
-0.020000017
-0.012000016
0.003999984
-0.012000016
-0.012000016
-0.016000017
-0.016000017
-0.020000017
-0.012000016
-0.012000016
-0.012000016
-0.012000016
-0.012000016
-0.004000016
0.003999984
-0.036000017
-0.004000016
-0.012000016
-0.008000016
-0.012000016
-0.004000016
-0.008000016
-0.004000016
-0.016000017
-0.008000016
-0.028000017
-0.024000017
-0.016000017
-0.020000017
-0.016000017
-0.012000016
-0.004000016
-0.008000016
-1.62E-08
-0.012000016
-0.020000017
-1.62E-08
-0.012000016
-0.016000017
-0.012000016
-0.016000017
-0.016000017
-0.016000017
-0.020000017
-0.004000016
-0.024000017
-0.016000017
-0.004000016
-0.016000017
-0.016000017
-0.012000016
-0.016000017
-0.004000016
-0.016000017
-0.024000017
-0.016000017
-0.004000016
-0.016000017
-0.016000017
0.003999984
-0.016000017
-0.016000017
-0.020000017
-0.016000017
-0.008000016
-0.016000017
-0.024000017
-0.016000017
-0.020000017
-0.008000016
-0.008000016
-0.012000016
-0.012000016
-0.004000016
-0.016000017
-0.028000017
0.007999984
-0.004000016
-0.012000016
-1.62E-08
-0.012000016
-0.016000017
-0.024000017
-0.012000016
-0.012000016
-0.032000017
-0.012000016
-1.62E-08
-0.012000016
-0.012000016
-0.012000016
-0.016000017
-0.008000016
-1.62E-08
-0.004000016
-1.62E-08
-0.024000017
-0.008000016
-0.016000017
-0.016000017
-1.62E-08
-0.012000016
-0.020000017
-0.004000016
-0.016000017
-0.012000016
-0.024000017
-1.62E-08
-0.008000016
-0.008000016
-0.016000017
-0.016000017
-0.008000016
-0.012000016
-0.004000016
0.007999984
-0.020000017
-1.62E-08
0.003999984
-0.016000017
-0.012000016
-0.008000016
-0.008000016
-0.012000016
-0.012000016
-0.020000017
-0.004000016
-0.016000017
-0.016000017
-0.008000016
-0.008000016
-0.012000016
0.003999984
-0.008000016
-1.62E-08
0.007999984
-0.012000016
-1.62E-08
-1.62E-08
-0.020000017
-0.012000016
-0.008000016
-0.012000016
-0.008000016
-0.012000016
-0.028000017
-0.016000017
-0.012000016
-0.012000016
-0.008000016
-0.028000017
-0.020000017
-0.012000016
-0.008000016
0.003999984
-0.004000016
-0.016000017
-0.004000016
-0.012000016
-0.008000016
-0.008000016
-1.62E-08
-0.012000016
-0.012000016
-0.012000016
-0.004000016
-1.62E-08
-0.028000017
-0.012000016
-0.008000016
-0.024000017
-0.012000016
-0.016000017
-0.004000016
-1.62E-08
-1.62E-08
-0.016000017
-0.012000016
-0.008000016
-0.008000016
-0.012000016
-0.020000017
-0.008000016
-0.016000017
-0.016000017
-0.028000017
-0.012000016
-0.020000017
-0.012000016
-0.020000017
-0.012000016
-0.016000017
-0.016000017
-0.012000016
-0.004000016
-0.012000016
0.007999984
-0.008000016
-0.008000016
-0.012000016
-0.008000016
-0.016000017
-0.024000017
-0.012000016
-0.016000017
-0.024000017
-0.004000016
-0.012000016
-0.008000016
-0.004000016
-0.016000017
-0.012000016
-0.008000016
-0.016000017
-0.008000016
-0.020000017
-0.012000016
-0.004000016
-0.016000017
-0.012000016
-0.012000016
-0.012000016
-0.016000017
-0.012000016
-0.016000017
-0.012000016
-0.024000017
-0.004000016
-0.012000016
-0.032000017
-0.004000016
-0.008000016
-0.008000016
-0.012000016
-0.004000016
-0.028000017
-0.012000016
-0.012000016
-0.008000016
-0.024000017
-0.012000016
-0.016000017
-0.008000016
-0.012000016
-0.028000017
-0.016000017
-0.016000017
-0.016000017
-0.020000017
-0.016000017
-0.020000017
-0.004000016
-0.016000017
-0.008000016
-0.008000016
-0.004000016
-0.004000016
-0.012000016
-0.004000016
-0.008000016
-0.016000017
-0.020000017
-0.012000016
-0.016000017
-0.016000017
