Time ,Battery voltage
-0.020141,0.012000016
-0.0201405,0.016000017
-0.02014,0.008000016
-0.0201395,0.008000016
-0.020139,0.008000016
-0.0201385,0.004000016
-0.020138,0.016000017
-0.0201375,0.008000016
-0.020137,0.008000016
-0.0201365,0.004000016
-0.020136,0.012000016
-0.0201355,0.012000016
-0.020135,1.62E-08
-0.0201345,0.020000017
-0.020134,0.016000017
-0.0201335,0.016000017
-0.020133,0.016000017
-0.0201325,0.008000016
-0.020132,0.008000016
-0.0201315,1.62E-08
-0.020131,0.004000016
-0.0201305,0.008000016
-0.02013,0.004000016
-0.0201295,0.008000016
-0.020129,0.012000016
-0.0201285,0.004000016
-0.020128,-0.007999984
-0.0201275,0.004000016
-0.020127,0.004000016
-0.0201265,0.012000016
-0.020126,0.004000016
-0.0201255,-0.003999984
-0.020125,0.004000016
-0.0201245,0.008000016
-0.020124,0.004000016
-0.0201235,0.024000017
-0.020123,0.012000016
-0.0201225,1.62E-08
-0.020122,0.020000017
-0.0201215,0.008000016
-0.020121,0.008000016
-0.0201205,0.024000017
-0.02012,0.012000016
-0.0201195,0.008000016
-0.020119,1.62E-08
-0.0201185,-0.007999984
-0.020118,1.62E-08
-0.0201175,-0.007999984
-0.020117,0.004000016
-0.0201165,0.008000016
-0.020116,0.020000017
-0.0201155,0.004000016
-0.020115,0.012000016
-0.0201145,0.016000017
-0.020114,0.016000017
-0.0201135,0.024000017
-0.020113,0.008000016
-0.0201125,0.008000016
-0.020112,0.008000016
-0.0201115,0.004000016
-0.020111,0.012000016
-0.0201105,0.012000016
-0.02011,0.008000016
-0.0201095,0.008000016
-0.020109,0.012000016
-0.0201085,0.012000016
-0.020108,0.012000016
-0.0201075,1.62E-08
-0.020107,-0.003999984
-0.0201065,0.020000017
-0.020106,0.016000017
-0.0201055,0.012000016
-0.020105,0.020000017
-0.0201045,0.020000017
-0.020104,0.020000017
-0.0201035,0.012000016
-0.020103,0.004000016
-0.0201025,0.016000017
-0.020102,0.020000017
-0.0201015,0.008000016
-0.020101,0.028000017
-0.0201005,0.012000016
-0.0201,1.62E-08
-0.0200995,0.012000016
-0.020099,1.62E-08
-0.0200985,0.008000016
-0.020098,0.028000017
-0.0200975,0.012000016
-0.020097,1.62E-08
-0.0200965,1.62E-08
-0.020096,0.004000016
-0.0200955,1.62E-08
-0.020095,0.008000016
-0.0200945,1.62E-08
-0.020094,0.012000016
-0.0200935,0.016000017
-0.020093,0.028000017
-0.0200925,0.012000016
-0.020092,0.008000016
-0.0200915,1.62E-08
-0.020091,0.008000016
-0.0200905,0.024000017
-0.02009,0.012000016
-0.0200895,0.004000016
-0.020089,0.008000016
-0.0200885,0.004000016
-0.020088,0.012000016
-0.0200875,0.004000016
-0.020087,0.012000016
-0.0200865,0.016000017
-0.020086,1.62E-08
-0.0200855,0.016000017
-0.020085,0.012000016
-0.0200845,0.008000016
-0.020084,0.016000017
-0.0200835,0.012000016
-0.020083,0.016000017
-0.0200825,0.016000017
-0.020082,0.016000017
-0.0200815,0.012000016
-0.020081,0.020000017
-0.0200805,0.012000016
-0.02008,0.024000017
-0.0200795,0.020000017
-0.020079,0.012000016
-0.0200785,0.012000016
-0.020078,0.004000016
-0.0200775,0.012000016
-0.020077,0.016000017
-0.0200765,0.020000017
-0.020076,0.016000017
-0.0200755,0.016000017
-0.020075,0.024000017
-0.0200745,0.008000016
-0.020074,0.032000017
-0.0200735,0.028000017
-0.020073,0.024000017
-0.0200725,0.044000017
-0.020072,0.028000017
-0.0200715,0.012000016
-0.020071,0.028000017
-0.0200705,0.028000017
-0.02007,0.032000017
-0.0200695,0.028000017
-0.020069,0.016000017
-0.0200685,0.020000017
-0.020068,0.028000017
-0.0200675,0.028000017
-0.020067,0.032000017
-0.0200665,0.020000017
-0.020066,0.032000017
-0.0200655,0.032000017
-0.020065,0.032000017
-0.0200645,0.032000017
-0.020064,0.040000017
-0.0200635,0.032000017
-0.020063,0.032000017
-0.0200625,0.044000017
-0.020062,0.028000017
-0.0200615,0.032000017
-0.020061,0.032000017
-0.0200605,0.032000017
-0.02006,0.044000017
-0.0200595,0.032000017
-0.020059,0.028000017
-0.0200585,0.032000017
-0.020058,0.032000017
-0.0200575,0.032000017
-0.020057,0.040000017
-0.0200565,0.048000017
-0.020056,0.044000017
-0.0200555,0.044000017
-0.020055,0.036000017
-0.0200545,0.044000017
-0.020054,0.056000017
-0.0200535,0.052000017
-0.020053,0.052000017
-0.0200525,0.044000017
-0.020052,0.052000017
-0.0200515,0.048000017
-0.020051,0.052000017
-0.0200505,0.048000017
-0.02005,0.048000017
-0.0200495,0.052000017
-0.020049,0.044000017
-0.0200485,0.052000017
-0.020048,0.044000017
-0.0200475,0.056000017
-0.020047,0.048000017
-0.0200465,0.048000017
-0.020046,0.060000017
-0.0200455,0.052000017
-0.020045,0.052000017
-0.0200445,0.056000017
-0.020044,0.060000017
-0.0200435,0.052000017
-0.020043,0.064000017
-0.0200425,0.056000017
-0.020042,0.060000017
-0.0200415,0.048000017
-0.020041,0.060000017
-0.0200405,0.060000017
-0.02004,0.068000017
-0.0200395,0.060000017
-0.020039,0.040000017
-0.0200385,0.064000017
-0.020038,0.068000017
-0.0200375,0.064000017
-0.020037,0.056000017
-0.0200365,0.064000017
-0.020036,0.064000017
-0.0200355,0.080000017
-0.020035,0.068000017
-0.0200345,0.076000017
-0.020034,0.064000017
-0.0200335,0.072000017
-0.020033,0.084000018
-0.0200325,0.068000017
-0.020032,0.068000017
-0.0200315,0.072000017
-0.020031,0.060000017
-0.0200305,0.068000017
-0.02003,0.068000017
-0.0200295,0.056000017
-0.020029,0.072000017
-0.0200285,0.052000017
-0.020028,0.064000017
-0.0200275,0.072000017
-0.020027,0.072000017
-0.0200265,0.068000017
-0.020026,0.068000017
-0.0200255,0.068000017
-0.020025,0.076000017
-0.0200245,0.084000018
-0.020024,0.076000017
-0.0200235,0.080000017
-0.020023,0.088000018
-0.0200225,0.072000017
-0.020022,0.076000017
-0.0200215,0.076000017
-0.020021,0.072000017
-0.0200205,0.072000017
-0.02002,0.076000017
-0.0200195,0.076000017
-0.020019,0.072000017
-0.0200185,0.064000017
-0.020018,0.076000017
-0.0200175,0.080000017
-0.020017,0.068000017
-0.0200165,0.076000017
-0.020016,0.088000018
-0.0200155,0.076000017
-0.020015,0.080000017
-0.0200145,0.076000017
-0.020014,0.080000017
-0.0200135,0.092000018
-0.020013,0.080000017
-0.0200125,0.084000018
-0.020012,0.076000017
-0.0200115,0.072000017
-0.020011,0.080000017
-0.0200105,0.084000018
-0.02001,0.080000017
-0.0200095,0.092000018
-0.020009,0.092000018
-0.0200085,0.076000017
-0.020008,0.080000017
-0.0200075,0.096000018
-0.020007,0.092000018
-0.0200065,0.076000017
-0.020006,0.084000018
-0.0200055,0.080000017
-0.020005,0.092000018
-0.0200045,0.092000018
-0.020004,0.084000018
-0.0200035,0.080000017
-0.020003,0.096000018
-0.0200025,0.092000018
-0.020002,0.080000017
-0.0200015,0.080000017
-0.020001,0.088000018
-0.0200005,0.096000018
-0.02,0.092000018
-0.0199995,0.092000018
-0.019999,0.092000018
-0.0199985,0.072000017
-0.019998,0.084000018
-0.0199975,0.084000018
-0.019997,0.092000018
-0.0199965,0.092000018
-0.019996,0.088000018
-0.0199955,0.088000018
-0.019995,0.084000018
-0.0199945,0.092000018
-0.019994,0.092000018
-0.0199935,0.092000018
-0.019993,0.104000018
-0.0199925,0.088000018
-0.019992,0.092000018
-0.0199915,0.084000018
-0.019991,0.080000017
-0.0199905,0.104000018
-0.01999,0.092000018
-0.0199895,0.080000017
-0.019989,0.080000017
-0.0199885,0.092000018
-0.019988,0.092000018
-0.0199875,0.084000018
-0.019987,0.092000018
-0.0199865,0.092000018
-0.019986,0.092000018
-0.0199855,0.084000018
-0.019985,0.084000018
-0.0199845,0.088000018
-0.019984,0.096000018
-0.0199835,0.104000018
-0.019983,0.096000018
-0.0199825,0.092000018
-0.019982,0.100000018
-0.0199815,0.088000018
-0.019981,0.092000018
-0.0199805,0.092000018
-0.01998,0.088000018
-0.0199795,0.092000018
-0.019979,0.080000017
-0.0199785,0.072000017
-0.019978,0.104000018
-0.0199775,0.088000018
-0.019977,0.080000017
-0.0199765,0.108000018
-0.019976,0.100000018
-0.0199755,0.080000017
-0.019975,0.096000018
-0.0199745,0.096000018
-0.019974,0.084000018
-0.0199735,0.108000018
-0.019973,0.088000018
-0.0199725,0.096000018
-0.019972,0.092000018
-0.0199715,0.092000018
-0.019971,0.096000018
-0.0199705,0.088000018
-0.01997,0.080000017
-0.0199695,0.092000018
-0.019969,0.068000017
-0.0199685,0.084000018
-0.019968,0.092000018
-0.0199675,0.080000017
-0.019967,0.076000017
-0.0199665,0.080000017
-0.019966,0.092000018
-0.0199655,0.092000018
-0.019965,0.100000018
-0.0199645,0.084000018
-0.019964,0.104000018
-0.0199635,0.092000018
-0.019963,0.088000018
-0.0199625,0.096000018
-0.019962,0.088000018
-0.0199615,0.088000018
-0.019961,0.084000018
-0.0199605,0.092000018
-0.01996,0.084000018
-0.0199595,0.076000017
-0.019959,0.080000017
-0.0199585,0.088000018
-0.019958,0.084000018
-0.0199575,0.076000017
-0.019957,0.080000017
-0.0199565,0.092000018
-0.019956,0.088000018
-0.0199555,0.092000018
-0.019955,0.088000018
-0.0199545,0.084000018
-0.019954,0.092000018
-0.0199535,0.080000017
-0.019953,0.092000018
-0.0199525,0.084000018
-0.019952,0.080000017
-0.0199515,0.084000018
-0.019951,0.076000017
-0.0199505,0.080000017
-0.01995,0.072000017
-0.0199495,0.084000018
-0.019949,0.076000017
-0.0199485,0.068000017
-0.019948,0.076000017
-0.0199475,0.080000017
-0.019947,0.076000017
-0.0199465,0.080000017
-0.019946,0.076000017
