Time ,Battery voltage
-0.0205,0.004000016
-0.0204995,0.020000017
-0.020499,0.012000016
-0.0204985,0.016000017
-0.020498,-0.007999984
-0.0204975,0.004000016
-0.020497,1.62E-08
-0.0204965,0.012000016
-0.020496,0.012000016
-0.0204955,0.012000016
-0.020495,0.008000016
-0.0204945,0.012000016
-0.020494,0.028000017
-0.0204935,0.024000017
-0.020493,0.016000017
-0.0204925,0.012000016
-0.020492,0.016000017
-0.0204915,0.004000016
-0.020491,0.008000016
-0.0204905,0.012000016
-0.02049,0.016000017
-0.0204895,0.016000017
-0.020489,0.004000016
-0.0204885,0.008000016
-0.020488,-0.007999984
-0.0204875,0.004000016
-0.020487,0.016000017
-0.0204865,0.012000016
-0.020486,0.004000016
-0.0204855,0.020000017
-0.020485,0.012000016
-0.0204845,0.008000016
-0.020484,0.008000016
-0.0204835,0.012000016
-0.020483,0.012000016
-0.0204825,0.016000017
-0.020482,0.016000017
-0.0204815,0.024000017
-0.020481,0.016000017
-0.0204805,-0.003999984
-0.02048,0.016000017
-0.0204795,0.012000016
-0.020479,0.012000016
-0.0204785,0.012000016
-0.020478,-0.007999984
-0.0204775,-0.003999984
-0.020477,0.004000016
-0.0204765,1.62E-08
-0.020476,1.62E-08
-0.0204755,0.008000016
-0.020475,1.62E-08
-0.0204745,-0.003999984
-0.020474,1.62E-08
-0.0204735,0.008000016
-0.020473,0.008000016
-0.0204725,0.008000016
-0.020472,0.012000016
-0.0204715,0.020000017
-0.020471,0.008000016
-0.0204705,0.012000016
-0.02047,0.016000017
-0.0204695,0.016000017
-0.020469,-0.003999984
-0.0204685,0.008000016
-0.020468,0.012000016
-0.0204675,0.008000016
-0.020467,0.016000017
-0.0204665,0.012000016
-0.020466,0.012000016
-0.0204655,0.020000017
-0.020465,0.004000016
-0.0204645,0.012000016
-0.020464,0.012000016
-0.0204635,0.016000017
-0.020463,0.020000017
-0.0204625,0.016000017
-0.020462,0.012000016
-0.0204615,0.004000016
-0.020461,0.004000016
-0.0204605,0.012000016
-0.02046,0.012000016
-0.0204595,0.008000016
-0.020459,0.004000016
-0.0204585,-0.007999984
-0.020458,0.024000017
-0.0204575,0.004000016
-0.020457,0.012000016
-0.0204565,0.004000016
-0.020456,0.012000016
-0.0204555,0.016000017
-0.020455,0.008000016
-0.0204545,0.020000017
-0.020454,0.016000017
-0.0204535,0.004000016
-0.020453,0.016000017
-0.0204525,0.020000017
-0.020452,0.008000016
-0.0204515,0.016000017
-0.020451,0.020000017
-0.0204505,0.008000016
-0.02045,0.024000017
-0.0204495,0.008000016
-0.020449,0.004000016
-0.0204485,0.008000016
-0.020448,0.020000017
-0.0204475,0.012000016
-0.020447,0.012000016
-0.0204465,0.008000016
-0.020446,0.016000017
-0.0204455,0.012000016
-0.020445,0.016000017
-0.0204445,0.016000017
-0.020444,0.016000017
-0.0204435,0.012000016
-0.020443,0.016000017
-0.0204425,0.008000016
-0.020442,0.016000017
-0.0204415,0.028000017
-0.020441,0.008000016
-0.0204405,0.012000016
-0.02044,0.016000017
-0.0204395,0.004000016
-0.020439,1.62E-08
-0.0204385,0.004000016
-0.020438,0.012000016
-0.0204375,0.020000017
-0.020437,0.008000016
-0.0204365,0.012000016
-0.020436,0.008000016
-0.0204355,0.012000016
-0.020435,0.012000016
-0.0204345,0.008000016
-0.020434,0.016000017
-0.0204335,0.024000017
-0.020433,0.028000017
-0.0204325,0.016000017
-0.020432,0.016000017
-0.0204315,0.016000017
-0.020431,0.016000017
-0.0204305,0.016000017
-0.02043,0.012000016
-0.0204295,0.012000016
-0.020429,0.016000017
-0.0204285,0.004000016
-0.020428,-0.003999984
-0.0204275,-0.003999984
-0.020427,0.008000016
-0.0204265,0.012000016
-0.020426,0.012000016
-0.0204255,0.028000017
-0.020425,-0.003999984
-0.0204245,0.016000017
-0.020424,0.012000016
-0.0204235,0.028000017
-0.020423,0.016000017
-0.0204225,0.008000016
-0.020422,0.004000016
-0.0204215,0.016000017
-0.020421,0.008000016
-0.0204205,0.012000016
-0.02042,0.016000017
-0.0204195,0.020000017
-0.020419,0.004000016
-0.0204185,-0.007999984
-0.020418,-0.007999984
-0.0204175,0.028000017
-0.020417,0.008000016
-0.0204165,1.62E-08
-0.020416,0.016000017
-0.0204155,0.020000017
-0.020415,0.004000016
-0.0204145,0.020000017
-0.020414,0.016000017
-0.0204135,0.024000017
-0.020413,0.024000017
-0.0204125,0.020000017
-0.020412,0.016000017
-0.0204115,0.012000016
-0.020411,0.012000016
-0.0204105,0.016000017
-0.02041,0.012000016
-0.0204095,0.012000016
-0.020409,0.004000016
-0.0204085,-0.003999984
-0.020408,0.008000016
-0.0204075,0.008000016
-0.020407,1.62E-08
-0.0204065,1.62E-08
-0.020406,0.016000017
-0.0204055,0.008000016
-0.020405,0.016000017
-0.0204045,0.012000016
-0.020404,0.012000016
-0.0204035,0.024000017
-0.020403,0.016000017
-0.0204025,0.004000016
-0.020402,0.024000017
-0.0204015,0.016000017
-0.020401,0.004000016
-0.0204005,0.008000016
-0.0204,0.008000016
-0.0203995,0.008000016
-0.020399,0.004000016
-0.0203985,0.008000016
-0.020398,0.004000016
-0.0203975,0.020000017
-0.020397,0.004000016
-0.0203965,0.012000016
-0.020396,0.024000017
-0.0203955,0.012000016
-0.020395,0.004000016
-0.0203945,0.016000017
-0.020394,0.004000016
-0.0203935,0.008000016
-0.020393,0.012000016
-0.0203925,0.016000017
-0.020392,0.020000017
-0.0203915,0.016000017
-0.020391,0.016000017
-0.0203905,0.016000017
-0.02039,1.62E-08
-0.0203895,0.020000017
-0.020389,1.62E-08
-0.0203885,0.008000016
-0.020388,1.62E-08
-0.0203875,0.004000016
-0.020387,1.62E-08
-0.0203865,-0.003999984
-0.020386,0.012000016
-0.0203855,0.004000016
-0.020385,0.016000017
-0.0203845,0.008000016
-0.020384,0.012000016
-0.0203835,0.028000017
-0.020383,0.016000017
-0.0203825,0.012000016
-0.020382,0.008000016
-0.0203815,0.016000017
-0.020381,0.004000016
-0.0203805,0.016000017
-0.02038,0.008000016
-0.0203795,0.024000017
-0.020379,0.020000017
-0.0203785,0.012000016
-0.020378,-0.007999984
-0.0203775,1.62E-08
-0.020377,-0.003999984
-0.0203765,0.008000016
-0.020376,0.012000016
-0.0203755,0.008000016
-0.020375,0.024000017
-0.0203745,0.004000016
-0.020374,0.012000016
-0.0203735,0.024000017
-0.020373,0.016000017
-0.0203725,0.012000016
-0.020372,0.016000017
-0.0203715,0.012000016
-0.020371,0.016000017
-0.0203705,0.012000016
-0.02037,0.008000016
-0.0203695,0.020000017
-0.020369,0.008000016
-0.0203685,0.004000016
-0.020368,0.028000017
-0.0203675,0.008000016
-0.020367,0.008000016
-0.0203665,0.016000017
-0.020366,1.62E-08
-0.0203655,1.62E-08
-0.020365,1.62E-08
-0.0203645,0.012000016
-0.020364,0.020000017
-0.0203635,0.020000017
-0.020363,0.016000017
-0.0203625,0.016000017
-0.020362,0.020000017
-0.0203615,0.016000017
-0.020361,0.012000016
-0.0203605,0.016000017
-0.02036,0.016000017
-0.0203595,0.008000016
-0.020359,0.012000016
-0.0203585,0.012000016
-0.020358,0.020000017
-0.0203575,0.008000016
-0.020357,0.004000016
-0.0203565,1.62E-08
-0.020356,1.62E-08
-0.0203555,0.020000017
-0.020355,0.012000016
-0.0203545,-0.003999984
-0.020354,0.012000016
-0.0203535,0.012000016
-0.020353,0.016000017
-0.0203525,0.016000017
-0.020352,0.020000017
-0.0203515,0.012000016
-0.020351,0.012000016
-0.0203505,0.012000016
-0.02035,0.012000016
-0.0203495,0.012000016
-0.020349,0.004000016
-0.0203485,-0.003999984
-0.020348,0.036000017
-0.0203475,0.004000016
-0.020347,0.012000016
-0.0203465,0.008000016
-0.020346,0.012000016
-0.0203455,0.004000016
-0.020345,0.008000016
-0.0203445,0.004000016
-0.020344,0.016000017
-0.0203435,0.008000016
-0.020343,0.028000017
-0.0203425,0.024000017
-0.020342,0.016000017
-0.0203415,0.020000017
-0.020341,0.016000017
-0.0203405,0.012000016
-0.02034,0.004000016
-0.0203395,0.008000016
-0.020339,1.62E-08
-0.0203385,0.012000016
-0.020338,0.020000017
-0.0203375,1.62E-08
-0.020337,0.012000016
-0.0203365,0.016000017
-0.020336,0.012000016
-0.0203355,0.016000017
-0.020335,0.016000017
-0.0203345,0.016000017
-0.020334,0.020000017
-0.0203335,0.004000016
-0.020333,0.024000017
-0.0203325,0.016000017
-0.020332,0.004000016
-0.0203315,0.016000017
-0.020331,0.016000017
-0.0203305,0.012000016
-0.02033,0.016000017
-0.0203295,0.004000016
-0.020329,0.016000017
-0.0203285,0.024000017
-0.020328,0.016000017
-0.0203275,0.004000016
-0.020327,0.016000017
-0.0203265,0.016000017
-0.020326,-0.003999984
-0.0203255,0.016000017
-0.020325,0.016000017
-0.0203245,0.020000017
-0.020324,0.016000017
-0.0203235,0.008000016
-0.020323,0.016000017
-0.0203225,0.024000017
-0.020322,0.016000017
-0.0203215,0.020000017
-0.020321,0.008000016
-0.0203205,0.008000016
-0.02032,0.012000016
-0.0203195,0.012000016
-0.020319,0.004000016
-0.0203185,0.016000017
-0.020318,0.028000017
-0.0203175,-0.007999984
-0.020317,0.004000016
-0.0203165,0.012000016
-0.020316,1.62E-08
-0.0203155,0.012000016
-0.020315,0.016000017
-0.0203145,0.024000017
-0.020314,0.012000016
-0.0203135,0.012000016
-0.020313,0.032000017
-0.0203125,0.012000016
-0.020312,1.62E-08
-0.0203115,0.012000016
-0.020311,0.012000016
-0.0203105,0.012000016
-0.02031,0.016000017
-0.0203095,0.008000016
-0.020309,1.62E-08
-0.0203085,0.004000016
-0.020308,1.62E-08
-0.0203075,0.024000017
-0.020307,0.008000016
-0.0203065,0.016000017
-0.020306,0.016000017
-0.0203055,1.62E-08
-0.020305,0.012000016
-0.0203045,0.020000017
-0.020304,0.004000016
-0.0203035,0.016000017
-0.020303,0.012000016
-0.0203025,0.024000017
-0.020302,1.62E-08
-0.0203015,0.008000016
-0.020301,0.008000016
-0.0203005,0.016000017
-0.0203,0.016000017
-0.0202995,0.008000016
-0.020299,0.012000016
-0.0202985,0.004000016
-0.020298,-0.007999984
-0.0202975,0.020000017
-0.020297,1.62E-08
-0.0202965,-0.003999984
-0.020296,0.016000017
-0.0202955,0.012000016
-0.020295,0.008000016
-0.0202945,0.008000016
-0.020294,0.012000016
-0.0202935,0.012000016
-0.020293,0.020000017
-0.0202925,0.004000016
-0.020292,0.016000017
-0.0202915,0.016000017
-0.020291,0.008000016
-0.0202905,0.008000016
-0.02029,0.012000016
-0.0202895,-0.003999984
-0.020289,0.008000016
-0.0202885,1.62E-08
-0.020288,-0.007999984
-0.0202875,0.012000016
-0.020287,1.62E-08
-0.0202865,1.62E-08
-0.020286,0.020000017
-0.0202855,0.012000016
-0.020285,0.008000016
-0.0202845,0.012000016
-0.020284,0.008000016
-0.0202835,0.012000016
-0.020283,0.028000017
-0.0202825,0.016000017
-0.020282,0.012000016
-0.0202815,0.012000016
-0.020281,0.008000016
-0.0202805,0.028000017
-0.02028,0.020000017
-0.0202795,0.012000016
-0.020279,0.008000016
-0.0202785,-0.003999984
-0.020278,0.004000016
-0.0202775,0.016000017
-0.020277,0.004000016
-0.0202765,0.012000016
-0.020276,0.008000016
-0.0202755,0.008000016
-0.020275,1.62E-08
-0.0202745,0.012000016
-0.020274,0.012000016
-0.0202735,0.012000016
-0.020273,0.004000016
-0.0202725,1.62E-08
-0.020272,0.028000017
-0.0202715,0.012000016
-0.020271,0.008000016
-0.0202705,0.024000017
-0.02027,0.012000016
-0.0202695,0.016000017
-0.020269,0.004000016
-0.0202685,1.62E-08
-0.020268,1.62E-08
-0.0202675,0.016000017
-0.020267,0.012000016
-0.0202665,0.008000016
-0.020266,0.008000016
-0.0202655,0.012000016
-0.020265,0.020000017
-0.0202645,0.008000016
-0.020264,0.016000017
-0.0202635,0.016000017
-0.020263,0.028000017
-0.0202625,0.012000016
-0.020262,0.020000017
-0.0202615,0.012000016
-0.020261,0.020000017
-0.0202605,0.012000016
-0.02026,0.016000017
-0.0202595,0.016000017
-0.020259,0.012000016
-0.0202585,0.004000016
-0.020258,0.012000016
-0.0202575,-0.007999984
-0.020257,0.008000016
-0.0202565,0.008000016
-0.020256,0.012000016
-0.0202555,0.008000016
-0.020255,0.016000017
-0.0202545,0.024000017
-0.020254,0.012000016
-0.0202535,0.016000017
-0.020253,0.024000017
-0.0202525,0.004000016
-0.020252,0.012000016
-0.0202515,0.008000016
-0.020251,0.004000016
-0.0202505,0.016000017
-0.02025,0.012000016
-0.0202495,0.008000016
-0.020249,0.016000017
-0.0202485,0.008000016
-0.020248,0.020000017
-0.0202475,0.012000016
-0.020247,0.004000016
-0.0202465,0.016000017
-0.020246,0.012000016
-0.0202455,0.012000016
-0.020245,0.012000016
-0.0202445,0.016000017
-0.020244,0.012000016
-0.0202435,0.016000017
-0.020243,0.012000016
-0.0202425,0.024000017
-0.020242,0.004000016
-0.0202415,0.012000016
-0.020241,0.032000017
-0.0202405,0.004000016
-0.02024,0.008000016
-0.0202395,0.008000016
-0.020239,0.012000016
-0.0202385,0.004000016
-0.020238,0.028000017
-0.0202375,0.012000016
-0.020237,0.012000016
-0.0202365,0.008000016
-0.020236,0.024000017
-0.0202355,0.012000016
-0.020235,0.016000017
-0.0202345,0.008000016
-0.020234,0.012000016
-0.0202335,0.028000017
-0.020233,0.016000017
-0.0202325,0.016000017
-0.020232,0.016000017
-0.0202315,0.020000017
-0.020231,0.016000017
-0.0202305,0.020000017
-0.02023,0.004000016
-0.0202295,0.016000017
-0.020229,0.008000016
-0.0202285,0.008000016
-0.020228,0.004000016
-0.0202275,0.004000016
-0.020227,0.012000016
-0.0202265,0.004000016
-0.020226,0.008000016
-0.0202255,0.016000017
-0.020225,0.020000017
-0.0202245,0.012000016
-0.020224,0.016000017
-0.0202235,0.016000017
-0.020223,0.028000017
-0.0202225,0.016000017
-0.020222,0.004000016
-0.0202215,0.004000016
-0.020221,0.012000016
-0.0202205,0.008000016
-0.02022,0.012000016
-0.0202195,0.012000016
-0.020219,0.008000016
-0.0202185,1.62E-08
-0.020218,0.008000016
-0.0202175,1.62E-08
-0.020217,0.016000017
-0.0202165,0.012000016
-0.020216,0.012000016
-0.0202155,0.024000017
-0.020215,0.012000016
-0.0202145,0.012000016
-0.020214,0.012000016
-0.0202135,0.012000016
-0.020213,0.012000016
-0.0202125,0.016000017
-0.020212,0.016000017
-0.0202115,0.024000017
-0.020211,0.012000016
-0.0202105,0.020000017
-0.02021,0.012000016
-0.0202095,0.016000017
-0.020209,1.62E-08
-0.0202085,0.004000016
-0.020208,1.62E-08
-0.0202075,-0.003999984
-0.020207,0.004000016
-0.0202065,0.004000016
-0.020206,0.016000017
-0.0202055,0.012000016
-0.020205,0.008000016
-0.0202045,1.62E-08
-0.020204,0.012000016
-0.0202035,0.016000017
-0.020203,0.020000017
-0.0202025,0.024000017
-0.020202,0.008000016
-0.0202015,0.012000016
-0.020201,0.020000017
-0.0202005,0.012000016
-0.0202,0.016000017
-0.0201995,0.004000016
-0.020199,0.004000016
-0.0201985,0.008000016
-0.020198,1.62E-08
-0.0201975,0.008000016
-0.020197,0.004000016
-0.0201965,0.012000016
-0.020196,0.004000016
-0.0201955,0.016000017
-0.020195,1.62E-08
-0.0201945,0.008000016
-0.020194,0.016000017
-0.0201935,1.62E-08
-0.020193,0.024000017
-0.0201925,0.016000017
-0.020192,0.016000017
-0.0201915,0.012000016
-0.020191,0.016000017
-0.0201905,1.62E-08
-0.02019,0.008000016
-0.0201895,1.62E-08
-0.020189,0.012000016
-0.0201885,-0.007999984
-0.020188,1.62E-08
-0.0201875,-0.003999984
-0.020187,0.008000016
-0.0201865,0.012000016
-0.020186,0.008000016
-0.0201855,0.016000017
-0.020185,0.004000016
-0.0201845,0.004000016
-0.020184,0.028000017
-0.0201835,0.004000016
-0.020183,0.020000017
-0.0201825,0.012000016
-0.020182,0.016000017
-0.0201815,0.016000017
-0.020181,0.016000017
-0.0201805,1.62E-08
-0.02018,0.016000017
-0.0201795,-0.003999984
-0.020179,1.62E-08
-0.0201785,1.62E-08
-0.020178,-0.003999984
-0.0201775,0.012000016
-0.020177,0.012000016
-0.0201765,0.004000016
-0.020176,0.020000017
-0.0201755,0.012000016
-0.020175,1.62E-08
-0.0201745,0.012000016
-0.020174,0.012000016
-0.0201735,0.008000016
-0.020173,0.024000017
-0.0201725,0.004000016
-0.020172,0.004000016
-0.0201715,0.012000016
-0.020171,0.004000016
-0.0201705,0.020000017
-0.02017,0.020000017
-0.0201695,0.016000017
-0.020169,1.62E-08
-0.0201685,0.016000017
-0.020168,0.020000017
-0.0201675,0.012000016
-0.020167,1.62E-08
-0.0201665,0.008000016
-0.020166,0.016000017
-0.0201655,0.008000016
-0.020165,0.008000016
-0.0201645,0.004000016
-0.020164,0.012000016
-0.0201635,0.008000016
-0.020163,0.016000017
-0.0201625,0.004000016
-0.020162,0.012000016
-0.0201615,0.020000017
-0.020161,0.004000016
-0.0201605,0.012000016
-0.02016,0.008000016
-0.0201595,-0.003999984
-0.020159,-0.007999984
-0.0201585,0.004000016
-0.020158,0.008000016
-0.0201575,0.012000016
-0.020157,0.004000016
-0.0201565,0.004000016
-0.020156,0.012000016
-0.0201555,0.004000016
-0.020155,0.016000017
-0.0201545,0.012000016
-0.020154,0.012000016
-0.0201535,0.012000016
-0.020153,0.028000017
-0.0201525,0.012000016
-0.020152,0.004000016
-0.0201515,0.012000016
-0.020151,0.012000016
-0.0201505,0.004000016
-0.02015,0.008000016
-0.0201495,0.004000016
-0.020149,0.012000016
-0.0201485,-0.007999984
-0.020148,0.016000017
-0.0201475,0.008000016
-0.020147,0.004000016
-0.0201465,-0.003999984
-0.020146,0.012000016
-0.0201455,0.012000016
-0.020145,0.012000016
-0.0201445,0.012000016
-0.020144,0.008000016
-0.0201435,0.012000016
-0.020143,0.016000017
-0.0201425,0.004000016
-0.020142,0.016000017
-0.0201415,0.020000017
