Negative
0.039999999
0
0
0
0
0
-0.039999999
0
0
0
0
0.039999999
0
0.039999999
0.039999999
0.039999999
0
0.039999999
0.039999999
0.039999999
0.039999999
0.079999998
0.039999999
0.039999999
0.039999999
0
0.039999999
0
0.039999999
0.039999999
0.039999999
0
-0.039999999
0
0
0.039999999
0.079999998
0.039999999
0.039999999
0
0
0
0.039999999
0
0.039999999
0
0
0.039999999
0.039999999
-0.039999999
0
0
0.039999999
0
0
0.079999998
0.039999999
0
0.039999999
0.079999998
0.079999998
0
0.039999999
0.039999999
-0.039999999
0.039999999
0
0
0
0.039999999
0.039999999
0
0
0
0
0
0.039999999
0.039999999
0.079999998
0.039999999
0.039999999
0.039999999
0.039999999
0
0
0.039999999
0
0
0
0
0.079999998
0
0.079999998
0.039999999
0.079999998
0.039999999
0.039999999
0.039999999
0.039999999
0.079999998
0.039999999
0.039999999
0.039999999
0.039999999
0.039999999
0.039999999
0
0
0.039999999
0.039999999
0
0.039999999
0
0
0
0.039999999
0.039999999
0.079999998
0.039999999
0
0.039999999
0.039999999
0.079999998
0.039999999
0
0.039999999
0.039999999
0
0.039999999
0
0
0
0.039999999
0.079999998
0.039999999
0.079999998
0
0
0
0.039999999
0
0.039999999
0.039999999
0.039999999
0
0
0.039999999
0.039999999
0.079999998
0.039999999
0.039999999
0.039999999
0.039999999
0.039999999
0.039999999
0.039999999
0
0
0.079999998
0.039999999
0
0.039999999
0.039999999
0.039999999
-0.039999999
0.039999999
0.039999999
0.039999999
0
-0.039999999
0
0.039999999
0.039999999
0.039999999
0.039999999
0.039999999
0.039999999
0.039999999
0.079999998
0.039999999
0.079999998
0.079999998
0
0.039999999
0.039999999
-0.039999999
0.039999999
0.039999999
0
0
0.039999999
0.039999999
0.039999999
0.039999999
0.039999999
0.079999998
0.039999999
0.079999998
0.079999998
0
0.039999999
0.079999998
0.039999999
0.039999999
0
0.079999998
0.039999999
0
0
0
0.039999999
0.039999999
0
0
0.079999998
0.039999999
0
0
0.039999999
0.039999999
0.039999999
0.039999999
0
0
0
0.039999999
0
0
-0.039999999
0
0
0
0.039999999
0.039999999
0
0.039999999
0.039999999
0.079999998
0
0.039999999
0.039999999
0.039999999
0
0.039999999
0
0.039999999
0.039999999
0
0
0
-0.039999999
0.039999999
0.039999999
0
0
0.039999999
0.039999999
0.039999999
0.039999999
0.039999999
0.079999998
0.039999999
0.039999999
0.039999999
0.039999999
0
0
0
0
0.039999999
0
0
0.039999999
0.039999999
0.079999998
0.039999999
0.039999999
0.039999999
0.039999999
0.039999999
0.079999998
0.039999999
0.079999998
0.039999999
0
0
0
0.079999998
0
0
0.039999999
0
0.039999999
0
0.039999999
0
0
0.039999999
0.079999998
0.039999999
0.039999999
0.039999999
0.039999999
0.039999999
0.039999999
-0.039999999
0
0.039999999
0.039999999
0
0
0.039999999
0
0
0.039999999
0.039999999
0.039999999
0.039999999
0
0
0
0.079999998
0.039999999
0.039999999
0
